"X1","specimen_number","taxon name","collector","coll_number_prefix","coll_number","coll_number_suffix","collection_date","late_collection_date","verbatim_date","county","elevation","locality","latitude","longitude","datum","source","error_distance","units","citation","doy","new_error_distance"
1645,"SD226501","Nemophila menziesii var. menziesii","""Barbara Booth, Chris Murphy""",NA,482,NA,"5/8/2011","5/8/2011",2011-05-08,"San Diego","1047 m","""Chihuahua Valley Road, 1.1 mile E of intersection with Highway 79.""",33.37167,-116.72833,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",128,NA
1646,"SD239783","Nemophila menziesii var. menziesii","""George K. Helmkamp, E. A. Helmkamp""",NA,14501,NA,"4/4/2009","4/4/2009",2009-04-04,"El Dorado","607 m","""Northern Sierra Nevada Mountains Foothills: Happy Valley Road, 0.8 mile west of its junction with Happy Valley Cut-off (Camino 7.5')""",38.65556,-120.67528,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",94,NA
1647,"SD247659","Nemophila menziesii var. menziesii","""Ed Kentner, Onkar Singh""",NA,368,NA,"4/4/2014","4/4/2014",2014-04-04,"Los Angeles","1125 m","""Western Mojave Desert, approx 3.3 km northeast of Valyermo along Bob's Gap Road approx. 1.6 km southeast of the aqueduct.""",34.46542,-117.82326,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",94,NA
1648,"SD251033","Nemophila menziesii var. menziesii","""Nancy Nenow, Linda Lewis""",NA,1862,NA,"5/9/2011","5/9/2011",2011-05-09,"San Diego","1274 m","Chihuahua Valley; along Old Mitchell Camp Road; 0.70 mile N of Chihuahua Valley Road",33.39447,-116.68579,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",129,NA
1649,"SD254634","Nemophila menziesii var. menziesii","""George K. Helmkamp, Elizabeth Helmkamp""",NA,20232,NA,"3/26/2013","3/26/2013",2013-03-26,"Amador","262 m","""Northern Sierra Nevada Foothills: Along CA-49, 1.5 miles south of its junction with Sand Ridge Road, between Plymouth and El Dorado (Fiddletown 7.5'Q)""",38.56861,-120.84611,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",85,NA
1650,"SD259282","Nemophila menziesii var. menziesii","Susan T Welker",NA,NA,NA,"3/9/2008","3/9/2008",2008-03-09,"San Diego","6 m","""San Elijo Lagoon Ecological Reserve; South side of trail approx I(c) way between trailheads, Santa Carina and Santa Helena. Solana Beach.""",33.00921,-117.24916,"WGS84","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",69,NA
1651,"SD262514","Nemophila menziesii var. menziesii","Mary Jo Churchwell",NA,898,NA,"4/11/2014","4/11/2014",2014-04-11,"San Diego","1021 m","""Anza-Borrego Desert State Park, Chimney Spring Drainage, 6.14 air miles SW of Borrego Springs and .75 air mile NW of intersection of Old Culp Valley Road and County Hwy. S-22.""",33.21246,-116.46545,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",101,NA
1652,"SD262515","Nemophila menziesii var. menziesii","""Christopher Kopp, Janel Kopp""",NA,1348,NA,"4/4/2009","4/4/2009",2009-04-04,"San Diego","1093 m","Cleveland National Forest; Warner Springs; N facing shoulder of Lost Creek Road; vicinity of 2 miles NNE of junction Lost Creek Road and Highway 79",33.3111,-116.6421,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",94,NA
1653,"SD262516","Nemophila menziesii var. menziesii","Larry Hendrickson",NA,5730,NA,"4/18/2012","4/18/2012",2012-04-18,"San Diego","979 m","""Arkansas Canyon, NE-flank of Volcan Mountain. San Felipe Valley Wildlife Area, California Fish & Game property. 5.7 air miles NW of intersection of State hwy. 78 and County Road S-2.""",33.12596,-116.5638,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",109,NA
1654,"SD262517","Nemophila menziesii var. menziesii","Mary Jo Churchwell",NA,1105,NA,"3/23/2015","3/23/2015",2015-03-23,"San Diego","1109 m","Anza-Borrego Desert State Park; head of South Fork Hellhole Canyon; 6.16 air miles SW of Borrego Springs; 0.91 air mile NW of intersection of County Hwy. S-22 and Culp Valley Campground/Pena Spring Primitive Road.",33.22449,-116.47383,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",82,NA
1655,"SD262518","Nemophila menziesii var. menziesii","""Christopher Kopp, Janel Kopp""",NA,1381,NA,"4/4/2009","4/4/2009",2009-04-04,"San Diego","1096 m","Warner Springs; Northeast facing slope along Pacific Crest Trail; 0.38 mile SE of Barrel Spring trailhead off of Montezuma Rd.",33.2131,-116.583,"not recorded","Coordinates from label",0,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",94,NA
1656,"SD85503","Nemophila menziesii var. menziesii","""R. Mitchel Beauchamp, R. C. Pierce""",NA,2087,NA,"3/27/1971","3/27/1971",1971-03-27,"San Diego","390 m","""Shade of live oaks along San Vicente Rd. near junction with Wildcat Canyon Rd., western San Vicente Valley.""",33,-116.83333,"WGS84","TOPO! v3.4.2",0.25,"miles","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",86,0.402335
1657,"SDSU12547","Nemophila menziesii var. menziesii","""Darren H. Burton, Kim Mardsden""","IV",96,"B","4/21/1996","4/21/1996",1996-04-21,"San Diego","1433 m","""Southern portion of Lake Cuyamaca, immediately north of Stone wall Mine. Lake Cuyamaca Park and Recreational District.""",32.975,-116.55417,"not recorded","not recorded",NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",112,NA
1658,"SDSU18390","Nemophila menziesii var. menziesii","C. Matt Guilliams",NA,465,NA,"2/21/2008","2/21/2008",2008-02-21,"Riverside","418 m","""El Sobrante Landfill preserve area, western Riverside County, east of Interstate 15 off Temescal Canyon Road. Ca. 5 kilometers east off freeway. Access through landfill entrance.""",33.79722,-117.46225,"not recorded","not recorded",NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",52,NA
1659,"SEINET7063415","Nemophila menziesii var. menziesii","A. G. Vestal","s.n.",NA,NA,"3/29/1947","3/29/1947",1947-03-29,"Riverside","434m","""About 6.2 miles east of Lake Elsinore on Newport Road. UTM Zone 11, 481169mE, 3727240mN. (WGS84/NAD83).""",33.6849,-117.2032,"not recorded",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",88,NA
1660,"SEINET7063430","Nemophila menziesii var. menziesii","A. G. Vestal","s.n.",NA,NA,"3/30/1947","3/30/1947",1947-03-30,"Riverside","549m","""About 4.2 miles west of Sage on East Benton Road. UTM Zone 11, 499198mE, 3715007mN. (WGS84/NAD83).""",33.5748,-117.0086,"not recorded",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",89,NA
1661,"SEINET7063438","Nemophila menziesii var. menziesii","A. G. Vestal","s.n.",NA,NA,"3/30/1947","3/30/1947",1947-03-30,"Riverside","561m","""About 4.2 miles west of Sage in Tucalota Valley on East Benton Road. UTM Zone 11, 501405mE, 3715115mN. (WGS84/NAD83).""",33.5757,-116.9849,"not recorded",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",89,NA
1662,"SFV17366","Nemophila menziesii var. menziesii","""J. N. Hogue, D. L. Bishop""",NA,110,"0.1","5/28/1998","5/28/1998",1998-05-28,"Los Angeles","976 m","San Gabriel Mountains Arroyo Seco near Switzer's Picnic Area.",34.26666667,-118.1416667,"NAD27",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",148,NA
1663,"SFV17937","Nemophila menziesii var. menziesii","""J. N. Hogue, J. D. Dilley, S. Kimball (33)""",NA,139,"0.1","4/17/1999","4/17/1999",1999-04-17,"Kern","800 m","""Ventura Mountains San Emigdio Mountains. Cerro Noroeste Road, 4 km south of Cienega Canyon.""",35.91666667,-119.4083333,"NAD27",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",107,NA
1664,"SFV21021","Nemophila menziesii var. menziesii","""L. Gross, M. Denslow, M. Sidibeh, V. Soza""",NA,697,NA,"2/10/2003","2/10/2003",2003-02-10,"Los Angeles","823 m","Verdugo Mountains South side of Verdugo Mountains along dirt road (Brand Park Motorway) to top of crest at Verdugo Motorway. South side of slope at saddle of Verdugo Motorway and Brand Park Motorway on the crest of mountains.",34.20333333,-118.2647222,"NAD27",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",41,NA
1665,"UC1980035","Nemophila menziesii var. menziesii","""LeRoy Gross, Pam DeVries, Otto Gasser""",NA,3651,NA,"3/30/2009","3/30/2009",2009-03-30,"Kern","973 m","""Coast Ranges; Temblor Mountains region: West end of the San Emigdio Mountains: Bitter Creek National Wildlife Refuge; Cienaga Canyon, off of Klipstein Canyon Road. Northeast of Cerro Noroeste Road.""",34.94695,-119.40093,"not recorded","Coordinates on label",NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",89,NA
1666,"UCD102389","Nemophila menziesii var. menziesii","""Daniel Sanchez-Mata, M. P. Rodriguez-Rojo""","s.n.",NA,NA,"4/24/2002","4/24/2002",2002-04-24,"Contra Costa","890 m","Mount Diablo State Park. North Peak Road to North Peak.",37.866667,-121.883333,"NULL",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",114,NA
1667,"UCD118354","Nemophila menziesii var. menziesii","""Reed Crane, Plant Biology 102 Collectors""",NA,6,NA,"5/5/2012","5/5/2012",2012-05-05,"Napa","387 m","""Las Posadas State Experimental Forest. Northeastern part of property, on Recreation flat.""",38.561667,-122.403333,"NAD83",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",126,NA
1668,"UCD120251","Nemophila menziesii var. menziesii","""G. K. Helmkamp, Elizabeth Helmkamp""",NA,10204,NA,"4/20/2006","4/20/2006",2006-04-20,"El Dorado","665 m","""Northern Sierra Nevada: Between N and Middle forks of Cosumnes River; junction of Sand Ridge Road and Cutaway Lane, 2.1 mi SW of Somerset.""",38.631944,-120.722222,"NULL",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",110,NA
1669,"UCD120252","Nemophila menziesii var. menziesii","""G. K. Helmkamp, E. A. Helmkamp""",NA,11791,NA,"4/23/2007","4/23/2007",2007-04-23,"Amador","302 m","Northern Sierra Nevada Mountains: along Bell Road beside Plymouth Creek just east of CA-49 in the vicinity of Enterprise.",38.540278,-120.840833,"NULL",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",113,NA
1670,"UCD120254","Nemophila menziesii var. menziesii","L. P. Thibault",NA,48,NA,"5/21/1995","5/21/1995",1995-05-21,"Napa","250 m","South side of Highway 128 about 3 mi. west of Wragg Canyon Rd.",38.433333,-122.166667,"NULL",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",141,NA
1671,"UCD120255","Nemophila menziesii var. menziesii","J. L. Wirka","s.n.",NA,NA,"5/19/1995","5/19/1995",1995-05-19,"Placer","400 m","""Near a road cut about 1 km from the trailhead of the Steven's Trail that descends the north fork of the American River Canyon outside of Colfax, south of I-80.""",39.083333,-120.883333,"NULL",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",139,NA
1672,"UCD131927","Nemophila menziesii var. menziesii","""Katie Gialketsis, PLS 102 plant collecting interns""",NA,5,NA,"4/14/2013","4/14/2013",2013-04-14,"Lake","562 m","""Clear Lake State Park. NE of Kelseyville. Lower northern slope of Mount Konocti. South side of park, south of Soda Bay Road. South of undeveloped road that goes southeast from Glebe Road past the gate.""",38.999722,-122.803333,"NAD83",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",104,NA
1673,"UCD19423","Nemophila menziesii var. menziesii","J. Shepard",NA,35,NA,"2/7/2000","2/7/2000",2000-02-07,"Yolo","12 m","""Grasslands Regional Park. East of Davis, from intersection of I-80 and Mace Blvd., 3.5 mi. south on Mace Blvd.(County Road 104), thence east 1/4 mi along unpaved entrance road, then south about 200 yd.""",38.492222,-121.686667,"NULL",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",38,NA
1674,"UCD40102","Nemophila menziesii var. menziesii","Rodney Gale Myatt",NA,251,NA,"5/23/1970","5/23/1970",1970-05-23,"Calaveras","731 m","""Stanislaus River Canyon. Along Hunter's Road, between Hathaway Pines and NF Stanislaus River.""",38.1995,-120.3288,"WGS84","""Baldwin et al. (2017), Master spatial file""",525,"meters","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",143,0.525
1675,"UCR103861","Nemophila menziesii var. menziesii","Walter Wisura",NA,5004,NA,"2/25/1997","2/25/1997",1997-02-25,"San Bernardino",NA,"""San Bernardino Valley, Jurupa Hills: Mary Vagl Museum and Nature Center, Cypress St., Fontana""",34.04167,-117.45,"not recorded",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",56,NA
1676,"UCR121714","Nemophila menziesii var. menziesii","""George K. Helmkamp, E. A. Helmkamp""",NA,6490,NA,"4/26/2001","4/26/2001",2001-04-26,"Kern","1372 m","""Eastern Tehachapi Mtns Foothills, Tehachapi Willow Springs Rd., 2.2 mi south of Highline Rd.""",35.08617,-118.394,"not recorded","Collector GPS",NA,"meters","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",116,NA
1677,"UCR122288","Nemophila menziesii var. menziesii","""George K. Helmkamp, E. A. Helmkamp""",NA,7363,NA,"4/15/2002","4/15/2002",2002-04-15,"Santa Barbara","549 m","""Western Transverse Range, Sierra Madre Mountains, Miranda Pine Road, 1.0 mi southeast of CA Hwy 166""",35.09694,-120.07833,"not recorded","Collector GPS",NA,"meters","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",105,NA
1678,"UCR122440","Nemophila menziesii var. menziesii","""George K. Helmkamp, E. A. Helmkamp""",NA,7507,NA,"4/23/2002","4/23/2002",2002-04-23,"Madera","976 m","""Western Sierra Nevada foothills, Bass Lake Road, 2.2 miles southeast of the junction with CA Hwy 41""",37.33889,-119.58639,"not recorded",NA,NA,"meters","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",113,NA
1679,"UCR128013","Nemophila menziesii var. menziesii","Mark A. Elvin","s.n.",NA,NA,"5/1/2003","5/1/2003",2003-05-01,"Los Angeles","366 m","""Santa Clarita Valley, Newhall Ranch, Castaic Mesas. c. 1 mi SW of Castaic Lagoon at the W edge of a mesa, north of Charlie Canyon""",34.4925,-118.6025,"not recorded",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",121,NA
1680,"UCR130085","Nemophila menziesii var. menziesii","""George K. Helmkamp, E. A. Helmkamp""",NA,5562,NA,"4/24/2000","4/24/2000",2000-04-24,"Monterey","381 m","""Salinas Valley., 8.4 mi lS of King City along G-14.""",36.06333,-121.185,"not recorded",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",115,NA
1681,"UCR131465","Nemophila menziesii var. menziesii","June Latting","s.n.",NA,NA,"3/30/1973","3/30/1973",1973-03-30,"Monterey","305 m","""Salinas Valley Area, Jolon Road cutoff""",35.96917,-121.18361,"not recorded",NA,NA,"meters","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",89,NA
1682,"UCR139032","Nemophila menziesii var. menziesii","""D. L. Banks, V. W. Steinmann""",NA,1449,NA,"3/13/1997","3/13/1997",1997-03-13,"Riverside","378 m","""NW Palomar Mtns, Agua Tibia Mtns: Redhawk Housing Development, north of the Pechanga Indian Reservation in the hills south of the intersection of Marge Place and Tehachapi Pass (S of Redhawk Parkway)""",33.46806,-117.075,"not recorded",NA,NA,"meters","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",72,NA
1683,"UCR139073","Nemophila menziesii var. menziesii","""E. Brower, S. Marubayashi, E. Perry""",NA,23,NA,"3/30/1997","3/30/1997",1997-03-30,"Lake","274 m","""Blue Oak Campground, Indian Valley Reservoir. 2.5 mi past intersection of access road and Walker Ridge Road""",39.07,-122.50861,"not recorded","TopoZoneACS",NA,"meters","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",89,NA
