specimen_number,date_new,year,month,day,DOY,lat,long,elev_m,error_dist_m,sub_sp,county,locality,source,datum
UCD19423,2000-02-07,2000,2,7,38,38.492222,-121.686667,12,NA,menziesii,Yolo,"""Grasslands Regional Park. East of Davis, from intersection of I-80 and Mace Blvd., 3.5 mi. south on Mace Blvd.(County Road 104), thence east 1/4 mi along unpaved entrance road, then south about 200 yd.""",cch1,NA
UCD40102,1970-05-23,1970,5,23,143,38.1995,-120.3288,731,525,menziesii,Calaveras,"""Stanislaus River Canyon. Along Hunter's Road, between Hathaway Pines and NF Stanislaus River.""",cch1,WGS84
UCR103861,1997-02-25,1997,2,25,56,34.04167,-117.45,NA,NA,menziesii,San Bernardino,"""San Bernardino Valley, Jurupa Hills: Mary Vagl Museum and Nature Center, Cypress St., Fontana""",cch1,NA
UCR121714,2001-04-26,2001,4,26,116,35.08617,-118.394,1372,NA,menziesii,Kern,"""Eastern Tehachapi Mtns Foothills, Tehachapi Willow Springs Rd., 2.2 mi south of Highline Rd.""",cch1,NA
UCR122288,2002-04-15,2002,4,15,105,35.09694,-120.07833,549,NA,menziesii,Santa Barbara,"""Western Transverse Range, Sierra Madre Mountains, Miranda Pine Road, 1.0 mi southeast of CA Hwy 166""",cch1,NA
UCR122440,2002-04-23,2002,4,23,113,37.33889,-119.58639,976,NA,menziesii,Madera,"""Western Sierra Nevada foothills, Bass Lake Road, 2.2 miles southeast of the junction with CA Hwy 41""",cch1,NA
UCR130085,2000-04-24,2000,4,24,115,36.06333,-121.185,381,NA,menziesii,Monterey,"""Salinas Valley., 8.4 mi lS of King City along G-14.""",cch1,NA
UCR131465,1973-03-30,1973,3,30,89,35.96917,-121.18361,305,NA,menziesii,Monterey,"""Salinas Valley Area, Jolon Road cutoff""",cch1,NA
UCR139032,1997-03-13,1997,3,13,72,33.46806,-117.075,378,NA,menziesii,Riverside,"""NW Palomar Mtns, Agua Tibia Mtns: Redhawk Housing Development, north of the Pechanga Indian Reservation in the hills south of the intersection of Marge Place and Tehachapi Pass (S of Redhawk Parkway)""",cch1,NA
UCR139073,1997-03-30,1997,3,30,89,39.07,-122.50861,274,NA,menziesii,Lake,"""Blue Oak Campground, Indian Valley Reservoir. 2.5 mi past intersection of access road and Walker Ridge Road""",cch1,NA
UCR140301,2004-04-09,2004,4,9,100,33.76111,-117.02694,518,NA,menziesii,Riverside,"""San Jacinto Valley, Tres Cerritos, c. 3 miles WNW of Hemet, east of the Lakeview Mtns., in central valley among the three peaks""",cch1,NA
UCR161935,2005-03-01,2005,3,1,60,35.215,-120.44333,232,NA,menziesii,San Luis Obispo,"""South Outer Coast Ranges, Santa Lucia Range NE of Lopez Lake; 4.8 mi. N of Hi Mountain Road along Upper Lopez Lake Road. Vicinity of Wittenberg and Huffs Hole Creeks""",cch1,NA
UCR163896,2005-03-30,2005,3,30,89,35.305,-120.36833,460,NA,menziesii,San Luis Obispo,"""Outer South Coast Ranges, Pozo Road, 0.9 mi east of Hi Mountain Road, north side of Garcia Mountains""",cch1,NA
UCR172643,2006-04-20,2006,4,20,110,38.63194,-120.72222,665,NA,menziesii,El Dorado,"""Northern Sierra Nevada Foothills, Between N and Middle forks of Cosumnes River; Junction of Sand Ridge Road and Cutaway Lane, 2.1 mi SW of Somerset""",cch1,NA
UCR178170,2003-02-10,2003,2,10,41,34.20333,-118.26472,823,NA,menziesii,Los Angeles,"""Transverse Ranges: Verdugo Mtns, North side of slope at saddle of Verdugo Motorway and Brand Park Motorway, on the crest of the Verdugo Mtns""",cch1,NA
UCR185229,2007-04-23,2007,4,23,113,38.54028,-120.84083,302,NA,menziesii,Amador,"""Foothills, Northern Sierra Nevada Mountains, along Bell Road beside Plymouth Creek just east of Calif. Hwy 49 in the vicinity of Enterprise""",cch1,NA
UCR197394,2008-03-18,2008,3,18,78,38.28639,-120.66,305,NA,menziesii,Calaveras,"""Sierra Nevada Mountains Foothills, Jesus Maria Road, 2.4 miles southeast of its junction with CA-26; beside Jesus Maria Creek""",cch1,NA
UCR207145,2009-04-04,2009,4,4,94,38.65556,-120.67528,607,NA,menziesii,El Dorado,"""Sierra Nevada Mountains Foothills, Happy Valley Road, 0.8 mile west of its junction with Happy Valley Cut-off""",cch1,NA
UCR215511,2003-04-04,2003,4,4,94,33.80822,-117.26033,536,NA,menziesii,Riverside,"""UC Riverside Motte Rimrock Reserve, off Sage Road""",cch1,NA
UCR217922,2010-05-22,2010,5,22,142,38.59528,-120.65361,677,NA,menziesii,El Dorado,"""Sierra Nevada Mountains Foothills, Perry Creek Road, 0.1 mile south of its junction with Slug Gulch Road, 0.4 mi. northeast of Fairplay""",cch1,NA
UCR249955,2013-04-13,2013,4,13,103,39.04944,-121.04611,495,NA,menziesii,Nevada,"""Northern Sierra Nevada Mountains Foothills, Magnolia Road, 3.0 miles east of its junction with CA-49""",cch1,NA
UCR254086,2009-04-23,2009,4,23,113,34.84767,-118.72403,1012,NA,menziesii,Kern,"""Tehachapi Mountains, Tejon Ranch, Los Alamos Creek, c. 5 miles NNE of Quail Lake""",cch1,NA
UCR259347,2009-04-28,2009,4,28,118,34.8,-118.83014,1371,NA,menziesii,Los Angeles,"""Tehachapi Mountains, Tejon Ranch, SE of Lebec, ridge overlooking Interstate 5, about 1.3 miles ENE of Gorman; site PO1086""",cch1,NA
UCR263214,2014-04-04,2014,4,4,94,34.46542,-117.82325,1126,NA,menziesii,Los Angeles,"""Western Mojave Desert, c. 3.3 km northeast of vAlyermo along bob's Gap road c. 1.6 km southeast of the aqueduct""",cch1,NA
UCR265132,2015-04-01,2015,4,1,91,38.67225,-123.18592,294,NA,menziesii,Sonoma,"""North Coast Ranges, Stewarts Point-Skaggs Springs Rd, 16.7 miles west of intersection with Rockpile Rd, Wolf Creek drainage""",cch1,NA
UCR270644,2011-03-22,2011,3,22,81,34.16889,-117.80861,549,NA,menziesii,Los Angeles,"""San Gabriel Mts., mouth of Keril Canyon, tributary from east of Big Dalton Cyn., just below Big Dalton Cyn. Dam""",cch1,NA
UCR271730,2011-03-26,2011,3,26,85,34.16861,-117.77222,524,NA,menziesii,Los Angeles,"""San Gabriel Mts., San Dimas Experimental Forest, West Fork San Dimas Canyon, 0.1 to 0.6 mile upstream from confluence with San Dimas Cyn.""",cch1,NA
UCR98614,1994-04-05,1994,4,5,95,34.20833,-117.41583,732,NA,menziesii,San Bernardino,"""Eastern San Gabriel Mtns., 1.1 mi west of Glen Helen Road on FS Road 3N31/Applewhite Road""",cch1,NA
UCR99617,1994-04-08,1994,4,8,98,34.26917,-117.4625,823,NA,menziesii,San Bernardino,"""San Gabriel Mtns., junction of Lone Pine Canyon & Cajon Canyon, c. 100 m west of Cajon Wash""",cch1,NA
UCSB12040,1934-04-04,1934,4,4,94,34.42407,-117.301134,NA,5000,menziesii,San Bernardino,West Mojave Desert; near Hesperia,cch1,WGS84
UCSB12894,1962-03-09,1962,3,9,68,33.517333,-117.595479,112,500,menziesii,Orange,4.4 miles east of San Juan Capistrano on State 74,cch1,WGS84
UCSB48119,1982-04-03,1982,4,3,93,33.531045,-117.589222,98,500,menziesii,Orange,Rancho Mission Viejo: Calif. 74; 7.2 km. by road E San Juan Capistrano; 1.3 km. NE Viejo Survey Marker,cch1,WGS84
UCSB49250,1984-02-26,1984,2,26,57,34.7219,-119.9544,1264,750,menziesii,Santa Barbara,2.5 miles up Figueroa Mtn. Rd. from junction with turn-off for Figueroa Mtn. Campground,cch1,NAD83
UCSB5334,1958-05-10,1958,5,10,130,34.230227,-118.181587,914,500,menziesii,Los Angeles,3 miles N of Foothill Blvd. on Angeles Crest Highway,cch1,WGS84
UCSB5338,1946-02-27,1946,2,27,58,34.4585,-119.6917,NA,1500,menziesii,Santa Barbara,Rattlesnake Canyon; 4 miles north of Santa Barbara,cch1,NAD83
UCSB5339,1935-02-22,1935,2,22,53,34.199248,-117.779642,NA,500,menziesii,Los Angeles,"""San Dimas Exp. Forest; Bell dams; sec. 1, T 1N, R 9W""",cch1,WGS84
UCSB5340,1946-04-06,1946,4,6,96,35.101482,-118.283635,NA,2000,menziesii,Kern,Summit of Tehachapi Pass,cch1,WGS84
HSC85866,1987-03-07,1987,3,7,66,NA,NA,400,NA,menziesii,Trinity,"""End of South Fork Rd. ( F.S. 5N03), trail to Hell's Half Acre Creek ( Tr. #6E23); 1 km. from trailhead""",cch1,NA
OBI58215,1998-04-20,1998,4,20,110,NA,NA,NA,NA,menziesii,San Luis Obispo,"""North of Nacimiento Lake, .3 miles south from Interlake Road on Bee Rock Road.""",cch1,NA
OBI72620,2002-03-03,2002,3,3,62,NA,NA,240,NA,menziesii,San Luis Obispo,1/2 mi from Little Falls crk trailhead off Upper Lopez cyn Rd,cch1,NA
PGM1065,1971-05-24,1971,5,24,144,NA,NA,NA,NA,menziesii,Monterey,"""Santa Lucia Mountains, Carmel Valley Carmel Valley Rd, 15 mi E of Esquiline (sp) Rd Carmel Valley Village""",cch1,NA
PGM1097,1973-04-18,1973,4,18,108,NA,NA,NA,NA,menziesii,Monterey,"""Santa Lucia Mountains, Oasis Rd W of San Lucas, 1 mi from junction with San Lucas Rd""",cch1,NA
PGM3838,1990-04-16,1990,4,16,106,NA,NA,NA,NA,menziesii,Monterey,"""Northern Monterey County, Garin Rd 2 mi fr Los Lomas jct, 2 mi from Las Lomas jctn""",cch1,NA
POM125920,1920-03-26,1920,3,26,86,NA,NA,NA,NA,menziesii,Monterey,Pine Canyon road near Kings City.,cch1,NA
POM126455,1907-04-28,1907,4,28,118,NA,NA,NA,NA,menziesii,Sonoma,Santa Rosa to Calistoga.,cch1,NA
POM126468,1907-04-02,1907,4,2,92,NA,NA,274,NA,menziesii,Santa Clara,Hills west of Los Gatos.,cch1,NA
POM127855,1910-04-17,1910,4,17,107,NA,NA,NA,NA,menziesii,Monterey,San Jose Canyon.,cch1,NA
POM161735,1928-04-08,1928,4,8,99,NA,NA,NA,NA,menziesii,San Benito,Two miles below Idria on the Panoche Road.,cch1,NA
POM181492,1923-04-21,1923,4,21,111,NA,NA,NA,NA,menziesii,Butte,Canyon of Chico Creek,cch1,NA
POM196283,1928-03-23,1928,3,23,83,NA,NA,30,NA,menziesii,San Joaquin,Near Peters.,cch1,NA
POM216812,1933-03-18,1933,3,18,77,NA,NA,NA,NA,menziesii,Sonoma,Field northeast of Santa Rosa.,cch1,NA
POM216813,1934-03-12,1934,3,12,71,NA,NA,NA,NA,menziesii,Calaveras,Between MurphyAs and Calaveras Big Trees.,cch1,NA
POM225897,1929-03-16,1929,3,16,75,NA,NA,457,NA,menziesii,Fresno,In Big Sandy Valley or near on the Tollhouse Road.,cch1,NA
POM226856,1914-05-04,1914,5,4,124,NA,NA,NA,NA,menziesii,Santa Clara,Junction of Los Troncos and San Francisquito Creeks.,cch1,NA
POM248968,1938-03-24,1938,3,24,83,NA,NA,335,NA,menziesii,Alameda,"""Head of Claremont Creek, south slope of the Berkeley Hills.""",cch1,NA
POM248973,1938-05-08,1938,5,8,128,NA,NA,610,NA,menziesii,Fresno,"""East bank of Tollhouse Creek, 0.6 miles southwest of Tollhouse, Sierra Nevada foothills.""",cch1,NA
POM249022,1938-04-22,1938,4,22,112,NA,NA,457,NA,menziesii,Lake,"""A branch of Cache Creek, 4 miles southwest of Lower Lake, North Coast Ranges.""",cch1,NA
POM249032,1938-04-03,1938,4,3,93,NA,NA,610,NA,menziesii,San Benito,"""On Tres Pinos Creek 7 miles northwest of Llanada, San Carlos Range, Inner South Coast Ranges.""",cch1,NA
POM249048,1938-04-10,1938,4,10,100,NA,NA,198,NA,menziesii,San Luis Obispo,"""In ravine at north edge of Paso Robles, Salinas River Valley.""",cch1,NA
POM289745,1930-05-01,1930,5,1,121,NA,NA,91,NA,menziesii,San Mateo,Stanford University. San Lorenzo Mt. Range.,cch1,NA
POM289749,1932-03-06,1932,3,6,66,NA,NA,244,NA,menziesii,Madera,8 mi. E Madera; Mt. Range: Sierra Nevada; Watershed: Fresno River.,cch1,NA
POM305410,1937-03-05,1937,3,5,64,NA,NA,NA,NA,menziesii,Tulare,[No location information on label.],cch1,NA
POM318982,1965-03-26,1965,3,26,85,NA,NA,305,NA,menziesii,Santa Barbara,"""California State Highway 154 at high voltage power line; southeast from San Marcos Pass, Pacific Drainage Area, Santa Ynez Mountains.""",cch1,NA
POM320432,1972-03-28,1972,3,28,88,NA,NA,274,NA,menziesii,Napa,"""North shore of Lake Berryessa, about 5 miles above Monticello Dam. South Coast Range, Lake Berryessa drainage area.""",cch1,NA
POM346565,1971-04-08,1971,4,8,98,NA,NA,427,NA,menziesii,Lake,"""Intersection of Edgewood Drive, Westlake Drive, and Soda Bay Road, Mayacmas Mts, Clear Lake.""",cch1,NA
POM65271,1902-03-09,1902,3,9,68,NA,NA,NA,NA,menziesii,Santa Clara,Foothills near Stanford University.,cch1,NA
POM65284,1903-05-02,1903,5,2,122,NA,NA,NA,NA,menziesii,San Francisco,Presidio,cch1,NA
POM65303,1902-03-04,1902,3,4,63,NA,NA,NA,NA,menziesii,Alameda,"""San Leandro Creek, San Francisco Bay region.""",cch1,NA
POM65313,1906-04-03,1906,4,3,93,NA,NA,1067,NA,menziesii,Santa Clara,North slope of Mt. Hamilton.,cch1,NA
POM65315,1906-04-15,1906,4,15,105,NA,NA,NA,NA,menziesii,San Francisco,Near Lake Merced.,cch1,NA
POM65318,1898-04-08,1898,4,8,98,NA,NA,NA,NA,menziesii,Sonoma,Healdsburg.,cch1,NA
POM65320,1900-02-10,1900,2,10,41,NA,NA,NA,NA,menziesii,Sacramento,Sacramento.,cch1,NA
POM65358,1906-04-17,1906,4,17,107,NA,NA,NA,NA,menziesii,Alameda,Hills near Berkeley.,cch1,NA
POM65386,1902-03-29,1902,3,29,88,NA,NA,NA,NA,menziesii,Butte,Chico.,cch1,NA
POM88220,1925-03-23,1925,3,23,82,NA,NA,NA,NA,menziesii,Madera,Sandy soil near Fairmead in Madera Road.,cch1,NA
POM88642,1925-03-26,1925,3,26,85,NA,NA,NA,NA,menziesii,Monterey,Western base of Big Pinnacles.,cch1,NA
POM96520,1926-04-08,1926,4,8,98,NA,NA,NA,NA,menziesii,San Luis Obispo,Paso Robles.,cch1,NA
POM97049,1925-03-20,1925,3,20,79,NA,NA,NA,NA,menziesii,Tulare,1 mile N of Richgrove.,cch1,NA
RSA0028725,1933-04-09,1933,4,9,99,NA,NA,NA,NA,menziesii,Santa Cruz,Ano Nuevo Pines,cch1,NA
RSA0070947,1973-05-28,1973,5,28,148,NA,NA,610,NA,menziesii,Los Angeles,"""Angeles National Forest, San Gabriel Mts.: Trail Canyon.""",cch1,NA
RSA0070948,1994-04-29,1994,4,29,119,NA,NA,1159,NA,menziesii,Los Angeles,"""Northern slope of the San Gabriel Mountains, Angeles National Forest: side draw on southeastern side of Mt. Emma, Santiago Canyon drainage.""",cch1,NA
RSA101759,1950-03-31,1950,3,31,90,NA,NA,549,NA,menziesii,Tulare,"""Near Coffee Campground by Tule River, above Springville.""",cch1,NA
RSA102181,1884-06-01,1884,6,1,153,NA,NA,NA,NA,menziesii,Unknown,[No location information on label.],cch1,NA
RSA10456,1929-04-12,1929,4,12,102,NA,NA,NA,NA,menziesii,San Benito,2 miles north of summit of San Juan Grade.,cch1,NA
RSA10643,1928-05-03,1928,5,3,124,NA,NA,NA,NA,menziesii,Napa,"""Summit of Mount St. Helena Grade, N of Calistoga""",cch1,NA
RSA120045,1904-04-02,1904,4,2,93,NA,NA,NA,NA,menziesii,Santa Clara,"""Monte Bello, head of Stevens Creek.""",cch1,NA
RSA124603,1956-03-10,1956,3,10,70,NA,NA,NA,NA,menziesii,Fresno,"""6 miles southwest of Kerman, 4.8 miles west of Madera Road, 200 ft. south of American Road.""",cch1,NA
RSA127738,1958-04-12,1958,4,12,102,NA,NA,NA,NA,menziesii,Tuolumne,4.9 miles southwest of Tuolumne along road to Groveland.,cch1,NA
RSA128920,1950-04-06,1950,4,6,96,NA,NA,152,NA,menziesii,Sonoma,"""Vernal flats, Cotati to Santa Rosa.""",cch1,NA
RSA131587,1953-04-05,1953,4,5,95,NA,NA,610,NA,menziesii,Fresno,Big Sandy Valley near the foot of northeast slope of Black Mountain. Johnson pasture back of Ridge View Ranch.,cch1,NA
RSA132968,1933-04-27,1933,4,27,117,NA,NA,1318,NA,menziesii,Monterey,"""China Camp, on road to Tassajara Hot Springs.""",cch1,NA
RSA14384,1895-03-03,1895,3,3,62,NA,NA,NA,NA,menziesii,San Mateo,Lobitas.,cch1,NA
RSA15112,1935-03-13,1935,3,13,72,NA,NA,NA,NA,menziesii,Marin,Point Reyes.,cch1,NA
RSA15640,1928-04-08,1928,4,8,99,NA,NA,732,NA,menziesii,San Benito,1 mi. N of New Idria on San Carlos Creek.,cch1,NA
RSA171992,1963-04-20,1963,4,20,110,NA,NA,335,NA,menziesii,Monterey,13.4 miles SSE of Jolon.,cch1,NA
RSA195363,1967-03-05,1967,3,5,64,NA,NA,213,NA,menziesii,Napa,Snell Valley.,cch1,NA
RSA201828,1966-04-06,1966,4,6,96,NA,NA,640,NA,menziesii,Trinity,"""Slattery Pond, just off US Highway 299, 7 miles west of Weaverville.""",cch1,NA
RSA20888,1937-03-30,1937,3,30,89,NA,NA,76,NA,menziesii,Placer,"""Sacramento Valley, 3.4 miles east of Lincoln on Penryn Road.""",cch1,NA
RSA289642,1932-03-25,1932,3,25,85,NA,NA,1128,NA,menziesii,Los Angeles,San Gabriel Mountains.,cch1,NA
RSA298351,1976-04-05,1976,4,5,96,NA,NA,549,NA,menziesii,Mendocino,Just west of Lake-Mendocino county line on County Road 240.,cch1,NA
RSA329566,1966-04-07,1966,4,7,97,NA,NA,NA,NA,menziesii,Riverside,Tucolata Valley between Sage and Murrieta.,cch1,NA
RSA396242,1957-04-09,1957,4,9,99,NA,NA,NA,NA,menziesii,Santa Barbara,"""Along El Camino Cielo, about 0.75 mile east of San Marcos Pass, Santa Ynez Mountains.""",cch1,NA
RSA40756,1948-03-22,1948,3,22,82,NA,NA,NA,NA,menziesii,Glenn,2 miles W of Elk Creek Store on San Hedrin Road.,cch1,NA
RSA418543,1978-03-07,1978,3,7,66,NA,NA,518,NA,menziesii,Tulare,"""Sequoia National Park; Shepherd Saddle Road, 0.8 miles above Corrals, Ash Mountain.""",cch1,NA
RSA421299,1932-04-09,1932,4,9,100,NA,NA,976,NA,menziesii,Los Angeles,"""1 mi. W mouth Kings Canyon, near Elizabeth Lake.""",cch1,NA
RSA421303,1949-04-27,1949,4,27,117,NA,NA,457,NA,menziesii,Unknown,Los Padres National Forest.,cch1,NA
RSA421347,1929-02-22,1929,2,22,53,NA,NA,NA,NA,menziesii,Contra Costa,Mt. Diablo.,cch1,NA
RSA421348,1929-03-25,1929,3,25,84,NA,NA,NA,NA,menziesii,Fresno,West bank KingAs River near Parlier.,cch1,NA
RSA421349,1930-04-12,1930,4,12,102,NA,NA,NA,NA,menziesii,Fresno,Zapato Creek.,cch1,NA
RSA421350,1967-04-30,1967,4,30,120,NA,NA,NA,NA,menziesii,Marin,"""Point Reyes Natl. Seashore, 9 miles northeast of lighthouse.""",cch1,NA
RSA421352,1932-04-04,1932,4,4,95,NA,NA,NA,NA,menziesii,Mariposa,Yosemite National Park.,cch1,NA
RSA49705,1948-02-27,1948,2,27,58,NA,NA,213,NA,menziesii,Monterey,Carmel Highlands above Yankee Pt.,cch1,NA
RSA585893,1993-02-19,1993,2,19,50,NA,NA,NA,NA,menziesii,San Luis Obispo,2 km SE of Twin Bridges on Boyscout Rd.,cch1,NA
RSA603259,1940-04-11,1940,4,11,102,NA,NA,NA,NA,menziesii,San Luis Obispo,Inner Coast Ranges: La Panza.,cch1,NA
RSA633299,1998-04-07,1998,4,7,97,NA,NA,NA,NA,menziesii,Napa,Along Rt. 128 at road marker 24/80,cch1,NA
RSA659263,1985-03-31,1985,3,31,90,NA,NA,NA,NA,menziesii,San Luis Obispo,Along Highway 58 about 100 meters east of junction with Huerhuero Road.,cch1,NA
RSA6881,1907-07-02,1907,7,2,183,NA,NA,NA,NA,menziesii,Monterey,San Jose Canyon [Monterey or Santa Clara Co.?],cch1,NA
RSA696598,1953-02-20,1953,2,20,51,NA,NA,305,NA,menziesii,San Luis Obispo,Huazana [Husna] District. Arroyo Grande.,cch1,NA
RSA75876,1926-04-02,1926,4,2,92,NA,NA,NA,NA,menziesii,Mendocino,Roadside near foot of Hopland Grade.,cch1,NA
RSA75886,1938-04-02,1938,4,2,92,NA,NA,549,NA,menziesii,Monterey,"""Hastings Reservation, 5 mi. N. of Jamesburg, Carmel River Valley, South Coast Ranges.""",cch1,NA
RSA75887,1938-04-08,1938,4,8,98,NA,NA,152,NA,menziesii,Santa Clara,"""Above Guadalupe Creek opposite Guadalupe Mine near New Almaden, eastern foothills of the Santa Cruz Mtns, S Coast Ranges.""",cch1,NA
RSA75890,1938-05-25,1938,5,25,145,NA,NA,915,NA,menziesii,San Benito,"""1 mile south of Idria, San Carlos Range, Inner South Coast Ranges.""",cch1,NA
RSA75891,1938-05-07,1938,5,7,127,NA,NA,762,NA,menziesii,Madera,"""3 miles SW of Kelshaw Corners, 11 miles SW of Coarse Gold, Sierra Nevada Foothills.""",cch1,NA
RSA75892,1938-05-01,1938,5,1,121,NA,NA,305,NA,menziesii,Tehama,"""Low hills at Paskenta, Inner North Coast Ranges.""",cch1,NA
RSA798418,1995-04-06,1995,4,6,96,NA,NA,360,NA,menziesii,Monterey,"""Fort Hunter Liggett (Training Areas 2, 3, 6), above Mission Creek, west of intersection of Mission Creek and Upper Milpitas Roads, ca. 0.6 air km east of Coleman Reservoir, ca. 3.2 air km west of Cosio Knob.""",cch1,NA
RSA8325,1932-03-21,1932,3,21,81,NA,NA,NA,NA,menziesii,San Luis Obispo,Hillsides between Bitterwater Valley and Carisa Plains.,cch1,NA
RSA88888,1953-03-18,1953,3,18,77,NA,NA,381,NA,menziesii,Fresno,Just inside the fence below new road around lake at Pine Flat - at the furthest NW of point in rd.,cch1,NA
SBBG107487,1961-03-22,1961,3,22,81,NA,NA,365,NA,menziesii,San Luis Obispo,Nacimiento River,cch1,NA
SBBG15981,1935-04-20,1935,4,20,110,NA,NA,1280,NA,menziesii,Kern,Tehachapi Mtns,cch1,NA
SBBG54841,1979-04-08,1979,4,8,98,NA,NA,579,NA,menziesii,San Luis Obispo,2 mi S of California Valley along Soda Lake Rd,cch1,NA
SEINET10814721,1897-05-15,1897,5,15,135,NA,NA,213,NA,menziesii,Butte,Clear Creek.,cch1,NA
UC2027804,1997-04-20,1997,4,20,110,NA,NA,NA,NA,menziesii,Contra Costa,"""North base of Mount Diablo, trail to Back Creek from Mitchell Canyon trailhead.""",cch1,NA
UCD120253,1993-04-24,1993,4,24,114,NA,NA,381,NA,menziesii,Sonoma,"""Sugarloaf Ridge State Park. About 50 air miles N of San Francisco, 10 air miles E of Santa Rosa, 2.5 air miles NE of Kenwood and 18 air miles NW of Napa. Along Hillside Trail.""",cch1,NA
UCSB38127,1975-03-23,1975,3,23,82,NA,NA,411,NA,menziesii,Santa Barbara,E. fork Cold Springs burn; 100 yds. S of Cold Springs- Hot Springs trail saddle; 1 mi. by trail on E. fork of Cold Springs trail; Mountain Dr.; Montecito,cch1,NA
