specimen_number,id,date_new,year,month,day,DOY,lat,long,elev_m,error_dist_m,sub_sp,repro,county,locality,habitat,source
JEPS110841,3180242,1977-03-14,1977,3,14,73,38.3801,-122.2904,121,805,NA,NA,Napa,.2 mile north of Silverado Trail on Soda Canyon Rd.,"volcanic under trees in pasture, west slope",cch2
JEPS3136,3181627,1915-04-06,1915,4,6,96,39.006634,-122.00778,NA,1024,NA,Flowering/Fruiting,Colusa,College City,NA,cch2
JEPS77206,3182148,1963-04-24,1963,4,24,114,37.961857,-122.62954,274,4188,atomaria,Flowering/Fruiting,Marin,on Bolinas Road 5 mi s Fairfax,open grassy hilltop,cch2
UC1541101,3185266,1950-03-18,1950,3,18,77,NA,NA,NA,NA,NA,Flowering/Fruiting,Kern,"about 0.8 mi off Highway 399 (along Soda Lake Road to Carrizo Plain, near San Luis Obispo County line); along Soda Lake Road to Carrizo Plain",NA,cch2
UC310223,3186619,1926-04-08,1926,4,8,98,35.630681,-120.675571,NA,4500,NA,Flowering/Fruiting,San Luis Obispo,Paso Robles,dryi slope,cch2
UC572488,3187621,1935-04-27,1935,4,27,117,34.316,-117.1982,1386,805,NA,Flowering/Fruiting,San Bernardino,"3 mi se of mouth Deep Creek (eight mi se of Hesperia); Deep Creek Quad., San Bernardino NF, se of Deep Creek",NA,cch2
UC606901,3187814,1938-03-24,1938,3,24,83,37.86369,-122.234085,335,1971,NA,Flowering/Fruiting,Alameda,"head Claremont Creek , head Claremont Creek (s slope Berkeley Hills)",rocky open sw slope w/Baccharis & Artemisia,cch2
UC606905,3187817,1938-04-02,1938,4,2,92,NA,NA,548,NA,NA,Flowering/Fruiting,Monterey,"5 mi n Jamesburg (Hastings Reservation, Carmel Valley); South Coast Ranges, Carmel Valley, Hastings Reservation",grassy n slope in Quercus agrifolia,cch2
UC660076,3188037,1940-04-04,1940,4,4,95,NA,NA,NA,NA,NA,Flowering/Fruiting,Sacramento,ne Sacramento; ne of Sacramento,moist meadow,cch2
UC880916,3189129,1915-05-01,1915,5,1,121,NA,NA,NA,NA,NA,Flowering/Fruiting,Sonoma,Mt. St. Helena,NA,cch2
UC880870,3189169,1938-04-19,1938,4,19,109,36.50766,-120.82507,487,1783,NA,Flowering/Fruiting,San Benito,"8 mi s Panoche (Griswold Canyon); , s of Panoche",open slopes,cch2
UC1239740,3190580,1938-04-16,1938,4,16,106,39.313034,-123.215904,213,3232,NA,Flowering/Fruiting,Mendocino,"6 mi n Calpella (Redwood Valley); n of Calpella, Redwood Valley",NA,cch2
JEPS3131,3193559,1931-03-08,1931,3,8,67,37.900337,-121.9519,304,2229,NA,Flowering/Fruiting,Contra Costa,"w bank Mitchell Canyon, Mount Diablo Mount Diablo, Mitchell Canyon",NA,cch2
JEPS1886,3195136,1938-04-17,1938,4,17,107,41.880707,-123.995575,152,8060,atomaria,Flowering/Fruiting,Del Norte,"Bonner Flat , Bonner Flat (Gasquet-Low Divide Trail)",NA,cch2
JEPS1498,3195175,1933-04-01,1933,4,1,91,37.26333,-121.87528,106,NA,NA,Flowering/Fruiting,Santa Clara,Robertsville,on open hillsides,cch2
UC56413,3199808,1903-03-01,1903,3,1,60,34.07944,-118.23667,NA,NA,NA,Flowering/Fruiting,Los Angeles,Elysian Park,NA,cch2
UC67147,3200544,1900-03-23,1900,3,23,82,37.94306,-122.14556,NA,NA,NA,Flowering/Fruiting,Contra Costa,"Briones Hills San Francisco Bay Region, Briones Hills",NA,cch2
JEPS60186,3204854,1969-04-24,1969,4,24,114,NA,NA,NA,NA,NA,Flowering/Fruiting,Riverside,along highway 79 about 2 1/2 mi s Sage; s of Sage,NA,cch2
JEPS18372,3205205,1957-04-03,1957,4,3,93,NA,NA,124,NA,integrifolia,Flowering/Fruiting,San Diego,"ne La Jolla (top of first low hill across canyon ne of Soledad Mountain); ne of Soledad Mountain, ne of La Jolla","sandy soil, top of first low hill across canyon",cch2
UC1069173,3208026,1935-03-27,1935,3,27,86,34.7257,-118.5443,1219,805,NA,Flowering/Fruiting,Los Angeles,"2 3/4 mi nne Sawmill Peak; Tejon Quad., nne of Sawmill Peak","Veg. Type: Chn, Ef, Atr ; nw slope",cch2
UC197341,3210919,1887-04-01,1887,4,1,91,37.94889,-122.54389,NA,NA,NA,Flowering/Fruiting,Marin,Ross Valley,NA,cch2
UC571711,3212257,1933-03-30,1933,3,30,89,NA,NA,NA,NA,NA,Flowering/Fruiting,Santa Clara,"Arroyo Mocho near headwaters (Mount Hamilton Range); , Arroyo Mocho",wooded slope,cch2
UC606954,3212540,1938-05-07,1938,5,7,127,35.331085,-118.58599,NA,3232,NA,Flowering/Fruiting,Kern,6 mi n Caliente; n of Caliente,grassy slopes under Quercus,cch2
JEPS21153,3217133,1936-03-20,1936,3,20,80,35.0238,-120.0327,762,4828,NA,Flowering/Fruiting,Santa Barbara,"two and one half mi sw Spanish Ranch; McKittrick Quad., Santa Barbara Natl For, sw Spanish Ranch",NA,cch2
JEPS1793,3218609,1922-04-07,1922,4,7,97,NA,NA,NA,NA,NA,Flowering/Fruiting,San Bernardino,"3 mi sw Hesperia (Mohave Desert); , sw of Hesperia",NA,cch2
JEPS1884,3218819,1933-04-22,1933,4,22,112,41.749508,-124.194595,152,1622,NA,Flowering/Fruiting,Del Norte,Coast Bluffs 5 mi s Crescent City; Coast Bluffs 5 mi s of Crescent City,Coast Bluffs,cch2
UC1021938,3219940,1954-04-15,1954,4,15,105,NA,NA,NA,NA,NA,Flowering/Fruiting,Placer,Auburn-Folsom Road eight mi s Auburn; s of Auburn,NA,cch2
UC24208,3223198,1902-03-04,1902,3,4,63,37.74299,-122.07432,NA,17020,NA,Flowering/Fruiting,Alameda,"San Leandro Creek San Francisco Bay Region, San Leandro Creek",NA,cch2
UC444997,3223700,1931-04-01,1931,4,1,91,NA,NA,NA,NA,NA,Flowering/Fruiting,Kern,Greenhorn Mts.--foot. toward Porterville,NA,cch2
UC2028828,3228819,2013-03-19,2013,3,19,78,35.098277,-118.759768,343,1000,menziesii,NA,Kern,"North of Comanche Creek, Tejon Ranch.","Gentle northwest facing slope, loamy sand soil.",cch2
JEPS1883,3229172,1932-05-10,1932,5,10,131,NA,NA,609,NA,atomaria,Flowering/Fruiting,Humboldt,"Bear River Ridge , Bear River Ridge (Northern Coast Ranges)",on open grassy hills,cch2
JEPS110847,3230205,1982-02-16,1982,2,16,47,38.3801,-122.3087,20,805,menziesii,NA,Napa,.3 mile north of Chimney Golf Course on Silverado Trail,"alluvium open flat, marshy ground",cch2
JEPS3134,3230631,1915-03-28,1915,3,28,87,36.47714,-118.85665,396,673,NA,Flowering/Fruiting,Tulare,"Shepherd Cove , Shepherd Cove (Sequoia National Park)",NA,cch2
JEPS30298,3231802,1961-04-08,1961,4,8,98,37.130318,-119.49819,NA,1783,NA,Flowering/Fruiting,Fresno,"Kerckhoff Lake Bridge 1.5 mi s toward Auberry (and 0.6 mi e on fire road); Kerckhoff Lake Bridge, toward Auberry",grassland (under foot high) btw scattered brush & trees; Foothill Woodland,cch2
UC1069183,3232283,1935-04-06,1935,4,6,96,34.9374,-119.6822,746,805,NA,Flowering/Fruiting,Santa Barbara,"6 mi wsw Cuyama Ranch; Santa Ynez Quad., wsw of Cuyama Ranch",Veg. Type: Grass; n slope,cch2
UC107228,3232294,1901-04-01,1901,4,1,91,38.345707,-122.97271,NA,370,NA,Flowering/Fruiting,Sonoma,Bodega,NA,cch2
UC1239751,3233426,1923-03-17,1923,3,17,76,40.0899,-123.797,121,150,NA,Flowering/Fruiting,Humboldt,vicinity Garberville; vicinity of Garberville,NA,cch2
UC131658,3233710,1904-03-25,1904,3,25,85,37.209385,-122.05352,NA,1622,NA,Flowering/Fruiting,Santa Clara,w Los Gatos; w of Los Gatos,foothills,cch2
UC511238,3236174,1932-02-27,1932,2,27,58,35.434701,-118.883573,182,4000,NA,Flowering/Fruiting,Kern,"Kern River Park , Kern River Park (Kern River Watershed)",sandy soil; Lower Sonoran Zone; rolling foothills,cch2
UC545848,3236371,1936-03-15,1936,3,15,75,38.5885,-122.40074,NA,750,NA,Flowering/Fruiting,Napa,Chiles Valley Road 3.2 mi from Pope Valley Store; Chiles Valley Road <nr> Pope Valley Store,wet meadow,cch2
UC75480,3237634,1906-04-29,1906,4,29,119,34.473101,-117.124596,925,2000,integrifolia,Flowering/Fruiting,San Bernardino,"near Victorville; Mohave Desert, Dead Man's Point; Dead Man's Point, near Victorville, San Bernardino Co., Mohave Desert",Lower Sonoran Zone,cch2
JEPS1916,3241438,1891-03-22,1891,3,22,81,37.7198,-122.49132,NA,2456,NA,Flowering/Fruiting,San Francisco,Lake Merced,NA,cch2
JEPS83176,3242610,1982-05-12,1982,5,12,132,NA,NA,NA,NA,NA,Flowering/Fruiting,Monterey,"Poison Oak Hill Carmel Valley, Hastings Natural History Reservation (Hastings Natural History Reservation)","Poison Oak Hill, 2nd year after a fire",cch2
JEPS1794,3243069,1920-04-23,1920,4,23,114,NA,NA,NA,NA,NA,Flowering/Fruiting,San Diego,head of Grapevine Canyon,NA,cch2
JEPS1878,3243110,1893-04-25,1893,4,25,115,NA,NA,NA,NA,atomaria,Flowering/Fruiting,Napa,"trail to Caux's Cabin Napa River Basin, = Mts. n of St. Helena (Napa River Basin, = Mts. n of St. Helena)",NA,cch2
JEPS1894,3243827,1901-05-17,1901,5,17,137,33.36033,-116.88417,NA,2414,integrifolia,Flowering/Fruiting,San Diego,"French Valley Palomar Mtn., French Valley (Palomar Mtn. (note in packet reads ""Smith Mts.""))",NA,cch2
UC1057474,3244509,1940-03-21,1940,3,21,81,38.540382,-122.77343,91,341,NA,Flowering/Fruiting,Sonoma,2-3 mi se Windsor (Pleasant Avenue Road and Chalk Hill Road); se of Windsor,"open, grassy field",cch2
UC144182,3246164,1905-04-18,1905,4,18,108,35.190178,-118.51551,NA,1220,NA,Flowering/Fruiting,Kern,Girard Station,NA,cch2
UC1537401,3246403,1935-02-22,1935,2,22,53,33.8701,-117.3882,457,4300,NA,Flowering/Fruiting,Riverside,Mockingbird Canyon,NA,cch2
UC184397,3247160,1902-04-01,1902,4,1,91,NA,NA,NA,NA,NA,Flowering/Fruiting,Monterey,Del Monte,NA,cch2
UC24235,3247653,1896-03-15,1896,3,15,75,38.51417,-123.2425,NA,NA,NA,Flowering/Fruiting,Sonoma,near Fort Ross; near Fort Ross,NA,cch2
UC306572,3247802,1903-04-01,1903,4,1,91,NA,NA,NA,NA,NA,Flowering/Fruiting,Monterey,Bardino,NA,cch2
UC606906,3248934,1938-04-03,1938,4,3,93,36.68138,-121.00466,609,5057,NA,Flowering/Fruiting,San Benito,"on Tres Pinos Creek 7 mi nw Llanada (San Carlos Range, Inner South Coast Ranges); Inner South Coast Ranges, San Carlos Range","light sandy soil of cultivated field, Pinus sabiniana-Quercus douglasii belt",cch2
UC1245395,3253508,1932-06-17,1932,6,17,169,40.1657,-123.226006,NA,1204,NA,Flowering/Fruiting,Trinity,Three Forks Mad River,shade,cch2
JEPS1885,3253946,1919-04-13,1919,4,13,103,NA,NA,NA,NA,atomaria,Flowering/Fruiting,Napa,near Atlas; near Atlas,NA,cch2
UC1211139,3257807,1912-04-30,1912,4,30,121,NA,NA,1219,NA,NA,Flowering/Fruiting,Los Angeles,Mt. Wilson; creek,creek,cch2
UC1245392,3257905,1933-06-13,1933,6,13,164,NA,NA,1066,NA,NA,Flowering/Fruiting,Humboldt,summit Bear's-Hoopa Road,summit of road; open hillside,cch2
UC1282735,3257956,1952-05-02,1952,5,2,123,38.71233,-122.47852,243,254,NA,Flowering/Fruiting,Lake,"0.4 mi se Black Oak Villa (in Butts Canyon, 1.1 mi from Lake-Napa County Line on Pope Valley Road); se of Black Oak Villa in Butts Canyon",on 1 yr burn in chaparral on shallow rocky soil; ne facing slope,cch2
UC310216,3260018,1926-05-01,1926,5,1,121,33.37773,-116.82082,1524,3219,NA,Flowering/Fruiting,San Diego,Oak Grove trail to Palomar Mt.; Oak Grove trail to Palomar Mt.,dry slope,cch2
UC489037,3260561,1927-06-01,1927,6,1,152,33.7327,-116.7118,1676,300,NA,Flowering/Fruiting,Riverside,"Saunder's Meadow , Saunder's Meadow (San Jacinto Mts.)",NA,cch2
UC592189,3261145,1925-03-07,1925,3,7,66,37.579037,-121.90704,NA,2803,NA,Flowering/Fruiting,Alameda,bluff above stream junction one-half mi sw Sunol; sw of Sunol,open oak association on upper hills slopes; bluff above stream junction,cch2
UC606904,3261247,1938-04-01,1938,4,1,91,NA,NA,243,NA,NA,Flowering/Fruiting,Santa Clara,"near Morgan Hill (se base of El Toro, Santa Cruz Mountains); South Coast Ranges, Santa Cruz Mountains, El Toro",partial shade of toxicodendron diversilobum & Quercus agrifolia,cch2
UC1980035,3263926,2009-03-30,2009,3,30,89,34.94695,-119.40093,973,NA,menziesii,Flowering/Fruiting,Kern,"Coast Ranges; Temblor Mountains region: West end of the San Emigdio Mountains: Bitter Creek National Wildlife Refuge; Cienaga Canyon, off of Klipstein Canyon Road. Northeast of Cerro Noroeste Road.","Collected up steep slope of dry, sunny white loose shale, northeast of road, to top of hill, and along creek bottom at base of slope, a short distance to the east of the road. Growing in low gentle draw near top of ridge.",cch2
JEPS1517,3266352,1928-04-18,1928,4,18,109,34.134533,-118.30477,NA,3384,integrifolia,Flowering/Fruiting,Los Angeles,"Griffith Park Los Angeles, Griffith Park",NA,cch2
JEPS1490,3266831,1938-04-16,1938,4,16,106,NA,NA,762,NA,NA,Flowering/Fruiting,Kern,"small hill w Isabella (Kern River Canyon); , w of Isabella","small hill, grassy n slope w/Chrysothamnus",cch2
UC1069200,3268936,1934-03-11,1934,3,11,70,39.2011,-121.7344,22,805,NA,Flowering/Fruiting,Sutter,"1 mi sw Union School; Marysville Buttes Quad., sw of Union School",Veg. Type: Grass; flat slope,cch2
UC450875,3272449,1931-03-07,1931,3,7,66,34.220536,-118.370733,NA,1600,NA,Flowering/Fruiting,Los Angeles,"Vineland Ave. , Vineland Ave. (Roscoe)",waste land growing under cactus,cch2
UC571709,3273089,1935-03-31,1935,3,31,90,37.342384,-121.64059,548,520,NA,Flowering/Fruiting,Santa Clara,between Hall's Valley and Grand View (western side of Mount Hamilton); western side of Mount Hamilton,"western side of mountain; ne facing slope among Quercus douglasii, Q. kelloggii",cch2
UC606914,3273332,1938-05-25,1938,5,25,145,36.403248,-120.672295,914,2995,NA,Flowering/Fruiting,San Benito,"1 mi s Idria (San Carlos Range); Inner South Coast Ranges, , s of Idria",opne shale banks in Quercus Douglasii & Pinus Sabiniana,cch2
UC75161,3274137,1903-04-06,1903,4,6,96,NA,NA,NA,NA,NA,Flowering/Fruiting,San Francisco,"San Bruno hills , San Bruno hills (San Francisco)","common on moist, grassy slopes",cch2
JEPS1889,3277859,1917-05-29,1917,5,29,149,NA,NA,1021,NA,integrifolia,Flowering/Fruiting,San Diego,Mesa Grande,damp places on n slope,cch2
JEPS25353,3279415,1959-03-19,1959,3,19,78,37.86474,-121.679,60,851,NA,Flowering/Fruiting,Contra Costa,"2.4 mi w Byron (s-facing low hill along Camino Diablo, 0.3 mi e of junction with Vasco Road); along Camino Diablo, w of Byron",on s-fcg low hill,cch2
JEPS3067,3279548,1916-03-12,1916,3,12,72,37.95333,-120.42167,457,NA,NA,Flowering/Fruiting,Tuolumne,near Jamestown; nr Jamestown,NA,cch2
JEPS1891,3280147,1901-05-17,1901,5,17,137,33.74553,-116.71441,1828,8047,integrifolia,Flowering/Fruiting,Riverside,Strawberry Valley,NA,cch2
UC1069195,3281079,1938-03-30,1938,3,30,89,35.7981,-120.8033,289,805,NA,Flowering/Fruiting,Monterey,"3 1/2 mi ese Pleyto Well; Bradley Quad., ese Pleyto Well",Veg. Type: D' Gr (Gr underlined); 20% se slope,cch2
UC1069166,3281090,1935-04-24,1935,4,24,114,37.96648,-120.713326,304,1189,NA,Flowering/Fruiting,Calaveras,"3 1/2 mi sw Hodson; Copperopolis Quad., sw of Hodson",Veg. Type: Wood. Gr (Gr underlined); nne slope,cch2
UC1426018,3282758,1973-03-29,1973,3,29,88,34.166069,-117.683611,713,150,NA,Flowering/Fruiting,Los Angeles,"Evey Canyon San Gabriel Mountains, Evey Canyon (0.3 mi from mouth canyon, San Gabriel Mountains)",along roadside in open grassy area of mixed evergreen forest 0.3 mi from mouth canyon,cch2
UC1614472,3283308,1935-02-24,1935,2,24,55,37.873528,-122.23781,NA,1120,NA,Flowering/Fruiting,Alameda,"above Monument Hill Strawberry Canyon (Berkeley); , , above Monument Hill",back wall of canyon,cch2
UC1614293,3283366,1935-03-17,1935,3,17,76,37.873528,-122.23781,NA,1120,NA,Flowering/Fruiting,Alameda,"along w fence of Botanical Gardens Strawberry Canyon (Strawberry Canyon, Berkeley); Berkeley, Strawberry Canyon",middle of canyon along w fence of Botanical Gardens,cch2
UC496087,3284882,1907-07-02,1907,7,2,183,36.519,-121.9178,NA,850,NA,Flowering/Fruiting,Monterey,"near Carmel Highlands (San Jose Canyon); , near Carmel Highlands",NA,cch2
UC495298,3284947,1932-03-24,1932,3,24,84,33.70889,-117.36083000000001,304,NA,NA,Flowering/Fruiting,Riverside,n Elsinore; n of Elsinore,in damp grassy flats,cch2
UC501547,3285052,1925-03-19,1925,3,19,78,NA,NA,609,NA,NA,Flowering/Fruiting,Kern,n slope Tehachapi North slope Tehachapi,open fields,cch2
UC564183,3285356,1935-03-29,1935,3,29,88,NA,NA,NA,NA,NA,Flowering/Fruiting,San Luis Obispo,"two mi s Simmler; Carriso Plain, s of Simmler",depression in field--uncultivated,cch2
UC753438,3286534,1946-04-23,1946,4,23,113,NA,NA,1219,NA,NA,Flowering/Fruiting,Santa Barbara,n side Figueroa Mountain,"brush pile, dry sandy soil of grassy roadside, Pinus coulteri woodland",cch2
JEPS1488,3291661,1938-05-07,1938,5,7,127,37.121006,-119.77128,762,2836,NA,Flowering/Fruiting,Madera,"11 mi sw Coarse Gold (3 mi sw of Kelshaw Corners, Sierra Nevada foothills); Sierra Nevada foothills, sw of Coarse Gold, sw Kelshaw Corne","n bank with granitic boulders in rhamnus crocea & ceanothus, Pinus sabiniana-Quercus wislizenii belt",cch2
JEPS111846,3292491,2005-03-25,2005,3,25,84,37.984165,-122.202774,250,100,menziesii,NA,Contra Costa,Pinole Peak Fernandez Ranch. West of Christie Road. South of I-4 (behind golf course) and North of Pinole Peak,on north-facing slopes; Plectritis and Collinsia sparsiflora.,cch2
UC1019605,3293194,1926-03-19,1926,3,19,78,33.1125,-116.523,NA,1609,NA,Flowering/Fruiting,San Diego,near gate to entrance San Felipe Ranch (between Julian and Colorado Desert); between Julian and Colorado Desert,NA,cch2
UC1069188,3293464,1936-03-14,1936,3,14,74,35.1874,-120.691,76,805,NA,Flowering/Fruiting,San Luis Obispo,"1 mi ese Sycamore Springs; Arroyo Grande Quad., San Luis Obispo NF, ese Sycamore Spring",Veg. Type: Woodland-Gr ; s slope,cch2
UC24238,3296490,1899-02-22,1899,2,22,53,NA,NA,NA,NA,NA,Flowering/Fruiting,Alameda,"Baldy Peak Berkeley, Baldy Peak (Berkeley, north-western Alameda County)",NA,cch2
UC24224,3296505,1896-05-20,1896,5,20,141,34.62475,-118.30813,NA,7000,NA,Flowering/Fruiting,Los Angeles,Leonis Valley,NA,cch2
UC592190,3297802,1932-03-20,1932,3,20,80,38.015244,-121.78886,NA,890,NA,Flowering/Fruiting,Contra Costa,Antioch sand hills,sand hills,cch2
JEPS1906,3302527,1937-07-04,1937,7,4,185,41.84556,-123.96833,152,NA,atomaria,Flowering/Fruiting,Del Norte,Gasquet,"data in packet reads ""Gasquet Golf Course",cch2
JEPS1493,3303659,1938-05-25,1938,5,25,145,36.403248,-120.672295,914,2995,NA,Flowering/Fruiting,San Benito,"1 mi s Idria; Inner South Coast Ranges, San Carlos Range",open shale banks in Quercus douglasii & Pinus sabiniana,cch2
JEPS3135,3304477,1927-06-01,1927,6,1,152,33.7327,-116.7118,1676,300,NA,Flowering/Fruiting,Riverside,"Saunder's Meadow San Jacinto Mts., Saunder's Meadow (San Jacinto Mountains)",under trees in grassy meadow,cch2
UC1039812,3305663,1956-04-16,1956,4,16,107,37.1484,-119.5052,396,805,NA,Flowering/Fruiting,Fresno,"e side Kerckhoff Lake; Sierra National Forest, Quad. 89-D1, e side Kerckhoff Lake","Veg. Type: Nt2 (N+2?)/SGr Hrk (Hvk?) (Gr underlined), Soil Series Tollhouse",cch2
UC1069170,3305784,1935-03-21,1935,3,21,80,34.4173,-117.3205,1021,805,NA,Flowering/Fruiting,San Bernardino,"2 mi w Hesperia; Hesperia Quad., w of Hesperia",Veg. Type: Yb Jc Sli Epr (could be Je or Epv); flat slope; under other plants in shade,cch2
UC1222905,3306845,1950-04-20,1950,4,20,110,NA,NA,NA,NA,NA,Flowering/Fruiting,Humboldt,1/2 mi w Dinsmore's; w of Dinsmore's,in oak openings,cch2
UC1239755,3306958,1923-06-03,1923,6,3,154,NA,NA,762,NA,NA,Flowering/Fruiting,Humboldt,"near Dsn McBride Place (Kneeland Prairie); , near Dan McBride Place",NA,cch2
UC24240,3308872,1898-04-13,1898,4,13,103,39.144787,-123.2056,NA,3238,NA,Flowering/Fruiting,Mendocino,Ukiah,NA,cch2
UC24248,3308895,1893-04-26,1893,4,26,116,NA,NA,NA,NA,NA,Flowering/Fruiting,Napa,"Yountville , Yountville (Napa River Basin)",NA,cch2
UC24231,3308943,1899-06-01,1899,6,1,152,NA,NA,NA,NA,NA,Flowering/Fruiting,Monterey,Pajaro Hills,sandy loam,cch2
UC24203,3308950,1898-03-24,1898,3,24,83,NA,NA,NA,NA,NA,Flowering/Fruiting,Alameda,"below Little Grizzly (Wild Cat Canyon); South Coast Ranges, below Little Grizzly, Wild Cat Canyon",NA,cch2
UC480616,3309511,1928-03-04,1928,3,4,64,36.88841,-121.63942,NA,789,NA,Flowering/Fruiting,Monterey,"near Watsonville (Aromas); near Watsonville, Aromas",NA,cch2
UC596583,3310329,1908-05-01,1908,5,1,122,37.421104,-121.69879,NA,1622,NA,Flowering/Fruiting,Santa Clara,Mt. Day,NA,cch2
UC63943,3310480,1903-04-26,1903,4,26,116,37.88306,-122.2375,NA,NA,NA,Flowering/Fruiting,Alameda,Berkeley Hills,NA,cch2
UC880909,3311644,1937-04-09,1937,4,9,99,33.74,-117.0847,NA,5000,NA,Flowering/Fruiting,Riverside,Riverside-Hemet Road near Winchester turnoff; Riverside-Hemet Road,NA,cch2
JEPS127095,3312937,2016-04-19,2016,4,19,110,37.807453,-121.746961,160,NA,menziesii,Flowering/Fruiting,Contra Costa,"2.3 miles (air) southwest of Los Vaqueros Reservoir Dam, approximately 25 miles (air) southwest of Stockton. Undesignated section of Canada de Los Vaqueros Land Grant, Byron Hot Spring USGS 7.5' Quad.","Foothill Woodland. On dry soil, along south side of road exit at Los Vaqueros Reservoir Marina.",cch2
